transaction_id,account_age_days,credit_score_band,kyc_level,avg_monthly_spend,transaction_amount,is_international,ip_risk_score,txn_count_1h,txn_count_24h,failed_txn_count_24h,geo_distance_from_last_txn,amount_deviation_from_user_mean,is_weekend,payment_channel_card,payment_channel_upi,payment_channel_wallet,device_type_mobile,device_type_tablet
6478,1619,3,2,2669.14473,816.903862,0,0.324146,1,4,1,61.743585,727.932371,0,1.0,0.0,0.0,0.0,0.0
217154,835,5,1,4340.135839,3993.07847,0,0.159853,1,5,0,109.389863,3848.407276,0,0.0,0.0,1.0,1.0,0.0
312345,550,2,2,4257.726027,4395.796919,0,0.336042,1,5,0,9.590575,4253.872718,0,1.0,0.0,0.0,1.0,0.0
344060,1468,5,3,11993.714488,7160.811244,0,0.254453,1,3,0,44.406262,6761.020761,0,0.0,0.0,0.0,1.0,0.0
297011,879,1,2,6069.225659,234.619379,0,0.446375,0,7,0,29.321081,32.311857,1,1.0,0.0,0.0,1.0,0.0
189842,1254,2,2,1452.663681,403.939222,0,0.234499,3,7,0,74.158554,355.517099,0,1.0,0.0,0.0,0.0,0.0
332783,1405,4,1,6807.819482,1681.197517,0,0.629886,0,3,0,59.737027,1454.270201,0,0.0,0.0,0.0,1.0,0.0
147928,1918,4,3,4039.791419,5057.931886,0,0.10512,3,1,0,51.339472,4923.272172,0,0.0,0.0,1.0,0.0,0.0
65847,129,1,2,4003.162632,1104.250343,0,0.357546,2,2,0,31.724413,970.811588,1,0.0,1.0,0.0,1.0,0.0
244111,268,1,3,2883.172887,4886.137235,0,0.187243,1,1,0,7.142101,4790.031472,1,1.0,0.0,0.0,0.0,0.0
3871,933,1,2,2024.110658,889.504108,0,0.295822,2,3,0,4.038349,822.033752,0,0.0,1.0,0.0,0.0,0.0
41050,1834,2,1,4469.499069,1393.373865,0,0.096291,2,3,0,6.404307,1244.390563,0,1.0,0.0,0.0,1.0,0.0
9264,926,4,2,5421.524435,1525.695199,0,0.068656,2,1,0,32.678758,1344.977718,1,0.0,1.0,0.0,1.0,0.0
275423,1136,2,2,10618.506924,6454.106974,0,0.101177,0,0,0,58.000308,6100.156743,0,1.0,0.0,0.0,1.0,0.0
214045,383,5,2,3576.087899,5457.183087,0,0.558015,0,4,0,24.826498,5337.980157,0,1.0,0.0,0.0,0.0,0.0
22180,447,5,2,5578.377745,510.636344,1,0.17461,1,4,0,12.417687,324.69042,0,0.0,1.0,0.0,1.0,0.0
224821,597,1,1,8558.016666,3371.144266,0,0.120595,0,2,0,4.890201,3085.877044,0,0.0,1.0,0.0,0.0,0.0
326776,1343,1,1,6928.217526,265.588475,0,0.135638,0,3,1,36.354134,34.647891,0,1.0,0.0,0.0,0.0,0.0
339252,675,3,3,6124.586899,1770.023523,0,0.209066,0,3,0,106.668436,1565.870627,1,0.0,0.0,1.0,0.0,0.0
377838,118,5,3,1481.581364,1259.440238,0,0.285396,0,3,0,75.194593,1210.054192,0,0.0,1.0,0.0,1.0,0.0
25311,1565,3,1,860.715167,1458.464104,0,0.317212,0,1,0,54.404645,1429.773598,0,1.0,0.0,0.0,1.0,0.0
175255,914,5,1,4081.863761,4156.937214,0,0.113244,3,4,0,48.986501,4020.875088,1,1.0,0.0,0.0,1.0,0.0
240686,1637,2,3,6945.24052,2759.80696,0,0.206603,1,1,1,40.558307,2528.298943,0,0.0,0.0,0.0,1.0,0.0
37961,1572,5,1,2447.202483,3000.500945,0,0.325906,3,5,1,6.101004,2918.927529,0,0.0,1.0,0.0,0.0,0.0
169099,689,5,2,4505.454622,558.159464,0,0.107255,0,9,2,17.558867,407.977643,1,0.0,1.0,0.0,0.0,0.0
307691,830,3,2,2353.093629,2142.592408,0,0.08083,3,3,0,22.083266,2064.155954,0,1.0,0.0,0.0,1.0,0.0
213888,1146,2,1,2536.73229,3652.953411,0,0.414989,2,1,0,22.189279,3568.395668,0,0.0,0.0,1.0,1.0,0.0
244914,196,4,1,1136.117009,205.143083,0,0.506384,0,4,0,89.948626,167.272516,1,1.0,0.0,0.0,1.0,0.0
218354,1350,4,2,5761.597598,1000.232808,1,0.536587,1,1,1,6.006222,808.179554,1,0.0,0.0,0.0,0.0,0.0
270216,301,3,3,6316.335354,2457.154423,0,0.288944,0,2,0,5.436098,2246.609911,0,0.0,0.0,1.0,0.0,0.0
21683,814,1,2,5772.406109,3969.483595,0,0.247978,1,4,0,59.833047,3777.070058,0,0.0,1.0,0.0,1.0,0.0
270834,177,5,1,6440.603954,635.826094,0,0.448331,0,3,1,3.681431,421.139296,1,1.0,0.0,0.0,1.0,0.0
207195,1730,3,1,2458.410261,3481.665181,0,0.345169,0,4,0,35.975491,3399.718172,0,0.0,1.0,0.0,1.0,0.0
153824,1648,4,2,5308.427707,1180.48557,0,0.440231,0,0,0,41.641706,1003.53798,0,1.0,0.0,0.0,1.0,0.0
322337,743,4,2,5557.804202,5523.008905,0,0.059861,0,2,1,2.387875,5337.748765,1,0.0,1.0,0.0,1.0,0.0
321167,1741,1,1,4797.837101,1484.928554,0,0.280813,0,4,0,3.512115,1325.000651,1,0.0,0.0,0.0,1.0,0.0
69303,1575,1,3,7012.383577,2555.140813,0,0.368967,0,4,1,91.906827,2321.394694,1,1.0,0.0,0.0,0.0,1.0
346530,144,2,1,3745.403332,2190.480748,0,0.03926,1,1,1,16.931073,2065.63397,1,0.0,0.0,0.0,1.0,0.0
314737,519,4,1,1815.917002,3429.479565,0,0.775221,0,1,0,10.094384,3368.948998,0,0.0,0.0,0.0,1.0,0.0
59724,1277,3,1,7446.026524,1982.112888,0,0.207,0,5,0,85.882221,1733.912004,1,1.0,0.0,0.0,1.0,0.0
300235,518,2,3,3100.771506,1054.787507,0,0.46654,1,6,0,59.480264,951.428457,0,0.0,0.0,1.0,1.0,0.0
163209,574,5,1,5026.435549,2741.588432,0,0.304775,2,3,0,76.315904,2574.04058,0,1.0,0.0,0.0,0.0,0.0
213,577,2,3,14420.228612,1794.099655,0,0.028465,2,6,0,6.348231,1313.425368,0,0.0,0.0,1.0,1.0,0.0
254996,595,2,1,8553.301382,2999.088999,0,0.078106,1,2,1,12.155022,2713.978953,0,1.0,0.0,0.0,1.0,0.0
78690,1024,1,3,8551.190192,2381.183493,0,0.253987,2,3,2,41.950413,2096.143819,1,0.0,0.0,0.0,1.0,0.0
163785,287,5,2,2086.13702,2383.325026,0,0.381219,2,2,0,21.558008,2313.787125,0,0.0,1.0,0.0,1.0,0.0
122604,919,2,3,5867.097755,922.032196,0,0.171911,1,3,0,27.822208,726.46227,1,0.0,1.0,0.0,1.0,0.0
207144,403,5,1,5217.064328,2248.554226,1,0.385593,0,6,1,26.247658,2074.652082,1,0.0,0.0,1.0,1.0,0.0
63811,1147,1,1,2038.593514,2365.674504,0,0.322531,2,4,0,26.258,2297.721387,0,0.0,1.0,0.0,1.0,0.0
382116,998,4,1,5617.069351,1340.259424,0,0.313952,3,4,0,1.217351,1153.023779,0,0.0,0.0,1.0,1.0,0.0
108136,291,2,1,11523.789598,2032.170888,0,0.370642,0,3,0,56.925821,1648.044568,0,0.0,0.0,1.0,1.0,0.0
346301,678,3,3,1333.14113,1574.791948,0,0.35039,0,4,1,4.216248,1530.353911,0,1.0,0.0,0.0,0.0,0.0
79420,1431,5,1,11683.958693,3959.07956,0,0.383054,0,4,0,45.457957,3569.61427,0,0.0,0.0,1.0,1.0,0.0
91063,964,2,1,3588.883472,1839.051601,0,0.341082,0,6,0,66.680589,1719.422152,0,0.0,0.0,0.0,1.0,0.0
255620,631,2,3,4462.127728,3592.75162,0,0.415445,1,1,0,37.284766,3444.014029,0,1.0,0.0,0.0,1.0,0.0
328903,1108,2,1,2083.980378,2878.117171,0,0.309107,0,3,0,68.891839,2808.651158,0,0.0,0.0,1.0,0.0,0.0
231056,1403,2,2,5067.061968,658.150785,1,0.118768,2,6,1,70.112044,489.24872,0,0.0,1.0,0.0,0.0,0.0
120778,54,2,1,7258.16943,2230.055622,0,0.114973,2,8,0,56.322628,1988.116641,0,0.0,1.0,0.0,0.0,0.0
7121,1127,2,1,3324.106112,4129.558572,0,0.681426,2,1,0,38.873819,4018.755035,0,0.0,0.0,1.0,0.0,0.0
90897,1391,2,1,3048.102383,3390.363926,0,0.303317,1,1,0,64.801858,3288.760513,0,1.0,0.0,0.0,0.0,0.0
265172,1800,1,1,5919.13777,3538.214236,0,0.009735,3,2,0,76.37508,3340.909644,0,0.0,1.0,0.0,0.0,0.0
313088,1418,5,1,2549.425348,516.892774,1,0.534643,1,8,0,92.972962,431.911929,0,0.0,0.0,0.0,0.0,1.0
139145,332,5,3,7957.540628,1524.569459,0,0.136817,2,3,1,66.348725,1259.318104,0,0.0,0.0,0.0,1.0,0.0
215444,138,3,2,5732.082229,1344.144608,0,0.089763,1,1,0,14.560653,1153.075201,1,0.0,1.0,0.0,1.0,0.0
273207,308,4,2,6360.663534,3055.505474,0,0.533315,1,1,1,3.226131,2843.483356,0,0.0,0.0,0.0,0.0,0.0
365101,1375,4,1,3355.013422,1174.69258,0,0.521901,1,2,0,31.878029,1062.858799,0,0.0,0.0,1.0,0.0,0.0
96294,1638,5,3,11433.400567,3655.724551,0,0.282886,0,8,0,46.035606,3274.611199,0,1.0,0.0,0.0,1.0,0.0
41110,620,1,3,8183.409411,1539.333721,0,0.518194,0,3,0,56.285387,1266.553408,0,1.0,0.0,0.0,0.0,0.0
96942,858,1,2,9550.368158,1860.962446,0,0.380219,2,2,1,12.868521,1542.616841,1,1.0,0.0,0.0,0.0,1.0
339681,796,4,1,14950.71641,2153.06109,0,0.578781,2,2,0,23.636115,1654.703877,0,0.0,0.0,0.0,1.0,0.0
132906,1554,5,2,4806.88078,321.762778,0,0.181952,1,2,0,37.343447,161.533419,0,0.0,0.0,0.0,1.0,0.0
210705,729,4,3,4030.034068,4038.851907,0,0.414572,2,7,0,46.512848,3904.517438,0,1.0,0.0,0.0,0.0,0.0
49117,1248,3,2,8528.303934,4430.123553,0,0.294735,2,2,0,54.621781,4145.846755,1,1.0,0.0,0.0,1.0,0.0
210200,959,5,3,5956.709417,338.921614,0,0.157398,0,2,0,74.385945,140.364634,0,0.0,1.0,0.0,1.0,0.0
212609,1656,2,3,3563.518624,2294.405925,0,0.21833,1,3,1,12.051173,2175.621971,0,0.0,0.0,0.0,1.0,0.0
94740,455,4,2,12871.122128,2292.793431,0,0.26229,2,6,1,88.784808,1863.756027,0,0.0,1.0,0.0,1.0,0.0
197223,462,5,3,2565.808012,1266.964731,0,0.128657,2,7,1,49.149196,1181.437797,0,0.0,0.0,1.0,1.0,0.0
240471,1726,1,2,4514.197109,2348.686688,0,0.326369,1,4,0,16.201097,2198.213451,0,0.0,0.0,1.0,1.0,0.0
341073,93,4,2,3148.69177,247.338634,0,0.095538,1,4,1,10.488117,142.382242,1,1.0,0.0,0.0,1.0,0.0
379655,1611,4,3,1281.439243,1185.099348,0,0.28532,0,3,0,30.216442,1142.384706,1,1.0,0.0,0.0,1.0,0.0
306160,1295,4,2,8117.374892,2774.129124,0,0.103811,2,4,0,16.061003,2503.549961,0,0.0,1.0,0.0,0.0,0.0
192089,1002,4,2,2059.039047,5930.244411,0,0.101632,2,4,0,33.53757,5861.609776,1,1.0,0.0,0.0,1.0,0.0
354293,1063,1,1,2380.930484,1160.150151,0,0.257527,2,4,0,17.884591,1080.785801,0,1.0,0.0,0.0,1.0,0.0
341760,810,2,2,6971.582285,5321.446603,0,0.16719,1,6,1,8.515097,5089.060526,0,1.0,0.0,0.0,1.0,0.0
49501,444,3,3,8333.937539,2242.102339,0,0.388341,0,4,0,48.197446,1964.304421,0,1.0,0.0,0.0,1.0,0.0
382817,1860,5,3,7778.234596,1572.693266,0,0.121328,0,6,0,43.820545,1313.41878,0,1.0,0.0,0.0,0.0,1.0
331108,114,3,2,9446.604162,947.139477,0,0.381664,0,1,1,12.546229,632.252671,0,0.0,1.0,0.0,1.0,0.0
145424,1444,2,1,3481.63395,1248.789384,0,0.303501,1,1,0,23.951309,1132.734919,0,1.0,0.0,0.0,0.0,0.0
15058,1641,3,3,4425.54714,2700.718422,0,0.25841,0,4,1,37.076095,2553.200184,0,1.0,0.0,0.0,0.0,0.0
325727,1439,4,2,2902.62856,2026.063436,0,0.217322,1,2,0,42.415096,1929.30915,0,1.0,0.0,0.0,1.0,0.0
52958,260,5,3,2820.837807,1481.762626,0,0.152719,1,1,0,29.110173,1387.734699,0,0.0,0.0,1.0,1.0,0.0
296521,1024,3,2,5024.918142,1297.259277,0,0.129668,4,6,1,78.632321,1129.762006,0,1.0,0.0,0.0,1.0,0.0
156960,1108,4,1,6557.618596,1079.601114,1,0.206357,1,4,0,10.866597,861.013828,0,0.0,0.0,1.0,1.0,0.0
149370,1456,1,1,4605.239733,1217.971636,0,0.327892,1,5,0,18.879261,1064.463645,0,0.0,1.0,0.0,1.0,0.0
97713,727,3,2,1750.428687,2811.568852,0,0.195905,3,3,1,0.958839,2753.221229,0,1.0,0.0,0.0,0.0,0.0
228654,1688,2,3,6345.289817,4871.70093,0,0.34378,2,3,0,49.776654,4660.191269,1,0.0,1.0,0.0,1.0,0.0
381343,210,4,1,5548.137821,176.082124,0,0.030701,1,0,0,20.840215,-8.855804,0,0.0,0.0,1.0,1.0,0.0
7085,1101,5,3,14366.036004,513.245828,0,0.051989,2,4,1,0.877898,34.377962,0,1.0,0.0,0.0,0.0,0.0
251018,466,4,3,7670.108734,953.070855,0,0.160938,2,1,0,40.576398,697.400564,0,0.0,0.0,0.0,0.0,0.0
79008,179,2,1,5015.712087,2813.475563,0,0.302588,2,7,0,12.136826,2646.28516,0,1.0,0.0,0.0,1.0,0.0
223750,1953,5,1,619.678657,1837.581509,0,0.313871,1,2,0,19.247655,1816.925553,0,1.0,0.0,0.0,1.0,0.0
381624,1688,1,1,6920.42649,1510.046068,0,0.574729,2,4,0,44.921822,1279.365185,0,0.0,1.0,0.0,1.0,0.0
205279,882,1,3,12668.60359,3935.840051,1,0.271956,0,6,0,84.758078,3513.553264,0,0.0,1.0,0.0,1.0,0.0
332863,413,5,1,9915.212198,4443.571861,0,0.309203,2,4,0,53.191809,4113.064788,1,0.0,0.0,1.0,0.0,0.0
343064,1355,4,3,4133.186055,3712.201155,0,0.64002,1,4,0,32.192435,3574.428286,0,1.0,0.0,0.0,1.0,0.0
285178,274,5,2,5377.79552,861.776783,0,0.758899,2,6,1,64.449769,682.516933,1,1.0,0.0,0.0,0.0,0.0
256114,403,1,3,13304.561106,2799.264886,0,0.087232,0,2,0,39.164198,2355.779516,1,0.0,0.0,1.0,1.0,0.0
124042,310,2,1,1503.202039,1800.503634,0,0.562895,0,1,1,13.368199,1750.396899,1,0.0,1.0,0.0,1.0,0.0
226823,1964,5,1,3508.092807,1670.342713,0,0.396638,1,5,1,5.664001,1553.406286,1,0.0,0.0,1.0,1.0,0.0
239238,1572,5,2,3653.87971,3282.252868,0,0.423507,1,5,0,9.788739,3160.456877,1,0.0,1.0,0.0,0.0,0.0
66993,654,2,1,3360.873871,692.366571,0,0.141688,1,6,1,7.262383,580.337442,0,1.0,0.0,0.0,1.0,0.0
230279,857,5,2,1968.292912,3201.585045,0,0.144916,1,5,0,38.624879,3135.975281,0,0.0,0.0,0.0,1.0,0.0
39726,297,2,2,9345.943085,2872.733762,0,0.177289,2,0,1,6.821234,2561.202326,1,1.0,0.0,0.0,1.0,0.0
235295,1991,4,1,3039.383406,4748.321098,0,0.400031,2,5,0,34.534793,4647.008318,1,1.0,0.0,0.0,1.0,0.0
233478,1391,3,1,5462.75488,667.24344,0,0.433849,1,3,0,109.311793,485.151611,1,0.0,0.0,1.0,0.0,0.0
282847,272,3,2,5335.851527,2777.250282,0,0.175889,1,6,0,25.351143,2599.388564,0,0.0,1.0,0.0,0.0,0.0
308725,1829,1,2,7343.518264,334.214492,0,0.294818,1,2,0,35.911014,89.43055,0,0.0,1.0,0.0,1.0,0.0
134419,35,1,2,8583.512601,2722.744346,0,0.293285,1,3,0,106.981276,2436.627259,0,1.0,0.0,0.0,0.0,0.0
223257,39,2,2,3633.0492,3450.850938,0,0.359147,1,2,0,10.741783,3329.749298,0,0.0,0.0,1.0,0.0,0.0
112205,990,2,1,3089.056055,2664.817805,0,0.166184,0,5,0,24.967902,2561.84927,0,1.0,0.0,0.0,1.0,0.0
260756,717,4,2,2623.87225,2054.77377,0,0.27458,1,2,0,20.090145,1967.311362,0,1.0,0.0,0.0,1.0,0.0
17948,1052,1,3,6774.211533,3312.763999,0,0.258198,0,3,0,47.041773,3086.956948,0,0.0,1.0,0.0,1.0,0.0
376248,828,3,3,4566.761882,627.560601,0,0.248756,1,1,0,50.273267,475.335205,0,1.0,0.0,0.0,0.0,0.0
130424,961,2,1,1174.434778,1661.247706,0,0.673009,0,3,1,16.92989,1622.09988,0,1.0,0.0,0.0,0.0,1.0
134933,402,4,1,3785.891969,2200.306508,0,0.029123,2,5,0,48.906704,2074.110109,0,0.0,1.0,0.0,1.0,0.0
109990,371,5,2,6667.630315,3189.541046,0,0.097004,1,4,0,52.605177,2967.286703,0,0.0,0.0,1.0,1.0,0.0
315466,407,5,1,10340.009599,1879.022649,0,0.41919,3,1,0,34.895536,1534.355662,0,0.0,0.0,1.0,1.0,0.0
87601,1293,3,3,2540.828275,2875.09295,0,0.31013,0,2,0,56.504248,2790.398674,1,0.0,1.0,0.0,1.0,0.0
232590,1079,5,1,3520.493637,2543.96672,0,0.058366,1,2,0,17.02067,2426.616932,1,1.0,0.0,0.0,0.0,0.0
288402,1787,1,1,2236.815812,1012.649256,0,0.536073,4,4,0,37.061048,938.088729,0,0.0,1.0,0.0,1.0,0.0
286351,1255,4,2,6583.810999,2752.899598,0,0.093792,2,3,0,64.589477,2533.439232,0,0.0,1.0,0.0,1.0,0.0
302800,629,3,1,3002.837439,2406.191879,0,0.083227,0,1,0,5.623102,2306.097298,1,1.0,0.0,0.0,1.0,0.0
15950,1158,3,1,4579.999373,2259.912902,0,0.285121,0,6,2,51.787096,2107.246256,0,0.0,1.0,0.0,1.0,0.0
280403,1288,4,3,2485.84974,2308.813009,0,0.349123,3,2,0,17.407363,2225.951351,0,0.0,1.0,0.0,1.0,0.0
160917,1836,3,3,8302.194454,3800.066296,0,0.382793,2,4,1,3.496508,3523.326481,0,1.0,0.0,0.0,0.0,0.0
350895,1644,1,3,2426.227037,3179.040143,0,0.315735,2,3,0,64.210164,3098.165908,1,1.0,0.0,0.0,1.0,0.0
203607,545,2,3,7922.081068,1174.665696,0,0.479185,1,4,0,29.19995,910.596327,0,0.0,1.0,0.0,1.0,0.0
311805,124,3,1,2608.216168,720.574788,1,0.150272,3,0,0,41.115407,633.634249,0,0.0,0.0,0.0,1.0,0.0
374828,665,2,1,8573.492906,365.971287,0,0.221824,3,1,0,42.362241,80.18819,0,1.0,0.0,0.0,0.0,0.0
275749,1145,4,1,4464.308863,902.749564,0,0.196446,0,4,0,30.178073,753.939269,0,0.0,0.0,1.0,1.0,0.0
285522,784,3,3,11744.081482,2583.763122,0,0.384366,1,3,0,55.436802,2192.293739,0,0.0,1.0,0.0,1.0,0.0
171526,1684,2,1,7992.780283,4455.780034,0,0.216638,2,2,0,16.643138,4189.354024,1,1.0,0.0,0.0,0.0,0.0
371751,973,3,1,4161.908782,2198.98497,0,0.369994,2,4,1,13.968128,2060.254678,1,1.0,0.0,0.0,0.0,0.0
148170,1235,3,3,4218.985641,3519.400593,0,0.176528,2,2,2,35.168576,3378.767738,0,1.0,0.0,0.0,1.0,0.0
204194,625,1,3,2447.378627,2116.378959,0,0.25153,1,3,2,5.355899,2034.799672,0,1.0,0.0,0.0,1.0,0.0
178900,1577,2,2,775.652093,1913.213044,0,0.429106,0,3,0,62.832356,1887.357974,1,1.0,0.0,0.0,1.0,0.0
368190,1014,4,2,6247.973317,1389.243953,0,0.339788,0,5,0,55.092413,1180.978176,0,0.0,1.0,0.0,1.0,0.0
231840,833,5,1,7150.792093,1546.515992,0,0.206802,0,5,0,10.957994,1308.156256,0,1.0,0.0,0.0,1.0,0.0
323473,1605,1,3,4555.687414,5567.995733,0,0.537654,1,6,0,16.545907,5416.139486,0,1.0,0.0,0.0,1.0,0.0
332751,954,4,2,3798.342187,2597.40227,0,0.351598,0,1,0,21.166384,2470.790863,0,1.0,0.0,0.0,1.0,0.0
339523,1230,1,2,2721.974061,5241.41586,0,0.357233,1,0,0,3.161662,5150.683391,0,1.0,0.0,0.0,1.0,0.0
212716,1071,4,1,2699.136613,929.939223,0,0.56992,3,2,0,17.024993,839.968002,1,0.0,0.0,1.0,1.0,0.0
88708,251,3,1,5856.743226,3626.15466,0,0.042487,1,5,0,42.197591,3430.929885,0,0.0,1.0,0.0,1.0,0.0
16086,1726,5,2,3736.302219,879.861074,0,0.105404,3,3,0,100.116669,755.317667,0,1.0,0.0,0.0,1.0,0.0
269578,485,3,3,6895.823403,749.488077,0,0.426654,4,2,2,28.362297,519.627297,0,1.0,0.0,0.0,1.0,0.0
87899,1691,4,3,8520.994562,3548.483338,0,0.260555,2,1,1,53.364194,3264.450186,0,0.0,0.0,0.0,1.0,0.0
208682,496,2,3,1150.717761,999.753499,0,0.193388,0,0,0,57.328128,961.396241,0,0.0,1.0,0.0,1.0,0.0
365740,200,4,3,6779.572829,3112.041674,0,0.275572,2,6,0,63.120818,2886.055913,0,0.0,1.0,0.0,1.0,0.0
111296,838,4,2,3004.949551,4002.525194,0,0.294825,4,4,1,19.345872,3902.360209,0,1.0,0.0,0.0,1.0,0.0
38920,1727,4,3,4643.193038,5441.355866,0,0.22971,0,0,0,3.835265,5286.582764,0,0.0,1.0,0.0,1.0,0.0
251153,547,2,3,5828.622794,241.944279,1,0.68534,4,4,0,14.173328,47.656852,0,0.0,1.0,0.0,0.0,0.0
16792,554,4,1,3895.675959,1136.851858,0,0.409644,1,7,0,2.920746,1006.995993,0,1.0,0.0,0.0,1.0,0.0
363726,1907,1,2,10543.040374,2622.22677,0,0.172158,1,5,1,44.808687,2270.792091,0,0.0,1.0,0.0,1.0,0.0
191761,1614,5,2,2730.396494,1098.975224,0,0.265752,0,2,0,35.616077,1007.962008,0,0.0,1.0,0.0,1.0,0.0
76336,1372,2,3,2666.11253,862.971997,0,0.105236,4,3,0,32.96877,774.101579,1,1.0,0.0,0.0,1.0,0.0
90079,1702,1,2,3660.737501,353.062702,0,0.148931,1,2,1,25.457183,231.038118,0,1.0,0.0,0.0,0.0,1.0
117942,198,5,1,5519.627213,5228.764104,0,0.226813,2,4,0,48.167942,5044.77653,0,1.0,0.0,0.0,1.0,0.0
27737,817,1,1,3152.799769,7510.409362,1,0.644607,0,2,0,48.101993,7405.316036,0,0.0,1.0,0.0,1.0,0.0
